skills,passing_years,company_urls,responsibilities,job_position_name,educationaL_requirements,experiencere_requirement,age_requirement,responsibilities.1,skills_required,matched_score
"['Business systems analysis', 'Project management', 'Business process improvement', 'Forecasting and planning', 'Requirements gathering', 'Scope and project definition', 'Technology architecture analysis', 'Integrated Reporting Information System (IRIS)', 'Portfolio management', 'Budgeting', 'Cost-benefit analysis', 'Functional requirements', 'Requirement tracing', 'Business Analysis', 'Account management', 'Accounting', 'Big Data', 'Business Administration', 'Business Consulting', 'Business Development', 'Business Solutions', 'Business Systems', 'Customer Relationship Management', 'Client Relations Development', 'Database', 'Direct Marketing', 'Finance', 'Information Technology', 'Law', 'Leadership', 'Director', 'Marketing', 'Market Evaluation', 'Messaging', 'Enterprise', 'Network', 'Organizational', 'Performance Reviews', 'Performance management', 'Policies', 'Processes', 'Proposals', 'Proposal Writing', 'Speaking', 'Professor', 'Quality', 'Recruitment', 'Relationship Building', 'Risk Management', 'Selling', 'Sales', 'Scheme', 'Strategic Plans', 'Supply Chain Management', 'Tables', 'Underwriting']","['2017', '2003', '1997']","[None, None, None, None]","Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting",Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,At least 1 year,Age 25 to 40 years,"Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting","ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",0.893333333
"['Budget forecasting expertise', 'Analytical reasoning', 'Account reconciliation expert', 'Strong organizational skills', 'General ledger accounting', 'Expert in customer relations', 'Flexible team player', 'Advanced computer proficiency (PC and Mac)', 'Performed debit, credit and total accounts on computer spreadsheets/databases, using specialized accounting software.', 'Received, recorded, and banked cash, checks, and vouchers as well as reconciled records of bank transactions.', 'Worked with management to document and offset unusual expense variances in their respective areas.', 'Assisted the CFO with the production of the monthly financials, management reports and board packages.', 'Coded the general ledger and processed vendor invoice payments.', 'Researched and resolved billing and invoice problems.', 'Account reconciliations', 'Accounting', 'Accountant', 'accounting systems', 'accounting system', 'Accounts payable', 'Adobe Acrobat', 'agency', 'Balance', 'banking', 'Budget analysis', 'budget', 'bi', 'cash handling', 'clerical', 'contracts', 'cost accounting', 'Database', 'fax', 'FDS', 'Finance', 'Financial', 'Financial analysis', 'financial management', 'financial operations', 'financial reports', 'financial statements', 'fiscal management', 'forecasting', 'functional', 'fund accounting', 'funds', 'General Ledger', 'Government', 'grants', 'Innovation', 'maintains inventory', 'inventory', 'leadership skills', 'Macintosh', 'Mainframe', 'managerial', 'managerial accounting', 'Access', 'Microsoft Access', 'Microsoft Excel', 'Excel', 'Microsoft Office software', 'Office', 'Outlook', 'PowerPoint', 'Publisher', 'Windows', 'Word', 'Monitors', 'newsletter', 'Payroll', 'IBM-PC', 'copier', 'Policies', 'processes', 'profit', 'Program Development', 'proposals', 'QuickBooks', 'reconciling', 'record keeping', 'repairs', 'reporting', 'scanner', 'technical support', 'phone', 'time management', 'type', 'written', 'annual reports', 'year-end']","['January 2014', 'December 2009']","[None, None, None]","Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,At least 5 year(s),,"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",,0.85
"['Web design technology', 'Database management system and administration', 'Programming in Java', 'Windows platforms programming', 'Linux programming', 'Database Programming', 'Python', 'Operating System knowledge', 'Data analysis techniques', 'Software development skills', 'Installation of hardware', 'Repair and maintenance practice', 'Troubleshooting of hardware failure', 'Upgrading of hardware', 'Installation of network components', 'Cabling and laying of cables', 'IP addressing', 'Firewall setup', 'Troubleshooting a network failure', 'Network design', 'Office suite', 'Accounting packages', 'Improving Accounting and Internal Control Systems', 'Interpersonal and Communication Skills', 'Negotiating skills', 'Technical proposal writing skills', 'Monitoring and evaluation skills']","[None, '2011', '2007', '2005', '2001']","[None, None, None, None, None, None]","Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance",Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical",2 to 5 years,Age 25 to 40 years,"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance","Maintenance  and Troubleshooting
Mechanical",0.44
"['Organizational and planning skills', 'Customer Service', 'IT skills (Shopper, Tally, Voyager)', 'Creativity and imagination', 'Business and commercial acumen', 'Drive, motivation and initiative', 'Good Team player', 'Oral and written communication', 'Numerical and analytical ability', 'Ability to lead and motivate a team', 'Influencing and negotiation', 'Work under pressure and deadlines', 'Proficient in MS-Office (Word/Excel/PowerPoint)', 'Focus Integrated ERP software for Retail Garment Stores']","['2008', '2005']","[None, None, None, None, None]","Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution","Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)",5 to 6 years,Age 25 to 40 years,"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution","HRM Report
Human Resource Management
NGO",0.793333333
"['New Business Development', 'Pricing Proposal Development', 'P & L Management', 'Customer Relationship Management', 'Strategic Planning', 'Key Account Management', 'Contract Negotiations', 'NPI/JDM/ODM', 'Financials Budgeting & Forecasting', 'Sales', 'PCB', 'Account Management', 'Customer Service']",['N/A'],"[None, None, None, None]","Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,3 to 5 years,Age at most 40 years,"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",,0.65
"['Academic', 'Documentation', 'Edge', 'Fiber optics', 'Laser', 'Mechanical', 'Scanning']","['2015', '2006', '2003']","['N/A', 'N/A', 'N/A']","Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication",Business Development Executive,Bachelor/Honors,1 to 3 years,Age 22 to 30 years,"Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication","Fast typing skill
IELTSInternet browsing & online work ability.",0.25
"['Visual Studio Code', 'Git', 'Xilinx Vivado', 'MATLAB', 'AutoCAD', 'VHDL', 'Wireshark', 'Arduino IDE', 'VMware', 'JUnit']",['2012'],"['N/A', 'N/A', 'N/A']","Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification",Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm",2 to 4 years,,"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification","Having CACC from reputed CA Firm
Internal Audit and Compliance",0.65
"['Data Analysis', 'Machine learning', 'Data Mining', 'Natural Language Processing', 'Linear Regression', 'Cluster Analysis', 'Correlation Analysis', 'Logistic Regression', 'Principal Component Analysis', 'Anova', 'Neural Networks', 'R', 'Python', 'MySQL', 'Tableau', 'Excel', 'SPSS', 'Decision tree']","['2018', '2020']",['N/A'],"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",,Age 18 to 30 years,"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",Human Resource Management,0.683333333
"['Data Analytics', 'Linear Regression', 'Logistic Regression', 'Business Intelligence', 'Business Analysis', 'GraphQL', 'Python']",['2020'],"['N/A', 'N/A']","Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification",Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm",2 to 4 years,,"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification","Having CACC from reputed CA Firm
Internal Audit and Compliance",0.65
"['Program Management', 'Portfolio Management', 'Process Analysis', 'Solution Design', 'Enterprise Software', 'Systems Integration', 'Data Management', 'Product Excellence', 'Agile Methodology', 'People Development', 'Leadership Development', 'Coaching/Mentoring']","[None, None, None]","[None, None, None, None, None]","Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support",Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,At least 2 years,Age 25 to 32 years,"Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support","Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",0.616666667
"['Business Intelligence', 'Market Analysis', 'Statistical Analysis', 'Data Science', 'Retail Analytics', 'IBM SPSS', 'Python', 'Tableau', 'Power Bi']",['2021'],['N/A'],"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",Marketing Officer,Bachelor/Honors,At least 1 year,,"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO","Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",0.65
"['PLC', 'IEC 61131 (Ladder Logic, Functional Block Diagram, Structured Text, Instruction List.)', 'Java', 'C', 'Visual Basic', 'VHDL', 'PSpice', 'Assembly (Intel, Motorola, TI)', 'Labview', 'AutoCAD', 'Inventor', 'Matlab', 'Microsoft Office', 'PSIM', 'Easy Power', 'Xilinx ISE', 'Printed Circuit Board CAD (Protel)', 'Siemens Step 7', 'Wago CoDeSys', 'Allen Bradley RSLogix', 'ERP (Alliance, Global Shop, XA, SAP)', 'API', 'automation', 'budgeting', 'cabling', 'CAD', 'Conversion', 'client', 'clients', 'DC', 'Designing', 'flash', 'Functional', 'hardware design', 'HP', 'HVAC', 'instruction', 'Intel', 'microprocessor', 'Modeling', 'Motorola', 'Power distribution', 'power generation', 'processes', 'Programming', 'proposals', 'Renovation', 'renovations', 'safety', 'scheduling', 'schematics', 'Siemens', 'simulation', 'staff management', 'Structured', 'Supervising', 'switchgear', 'tender', 'troubleshoot', 'troubleshooting', 'validation']",['2006'],"[None, None, None, None, None]","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws",Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)",At least 15 years,Age at most 52 years,"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","AUDIT AND INSPECTION
Banking
Internal Audit",0.816666667
